Milestone 20 segmented-log results
Command: go test ./internal/raft -run '^$' -bench '^(BenchmarkRaftLogScalingAppendOne|BenchmarkRaftLogScalingMutations|BenchmarkFollowerLogPersistenceCatchUp)$' -benchmem -benchtime=1x -count=3

goos: linux
goarch: amd64
pkg: quorumkv/internal/raft
cpu: 11th Gen Intel(R) Core(TM) i5-11400H @ 2.70GHz
BenchmarkRaftLogScalingAppendOne/entries=100/value=16B-12         	       1	      5730 ns/op	       269.0 fsync-ns	        37.00 logical-B	      5201 persist-ns	        62.00 physical-B	         1.676 write-amplification	     608 B/op	      11 allocs/op
BenchmarkRaftLogScalingAppendOne/entries=50000/value=16B-12       	       1	      5993 ns/op	       205.0 fsync-ns	        37.00 logical-B	      5259 persist-ns	        62.00 physical-B	         1.676 write-amplification	     608 B/op	      11 allocs/op
BenchmarkRaftLogScalingAppendOne/entries=50000/value=16B-12       	       1	      5482 ns/op	       218.0 fsync-ns	        37.00 logical-B	      4787 persist-ns	        62.00 physical-B	         1.676 write-amplification	     608 B/op	      11 allocs/op
BenchmarkRaftLogScalingAppendOne/entries=50000/value=16B-12       	       1	      5790 ns/op	       243.0 fsync-ns	        37.00 logical-B	      5018 persist-ns	        62.00 physical-B	         1.676 write-amplification	     608 B/op	      11 allocs/op
BenchmarkRaftLogScalingAppendOne/entries=100/value=1024B-12       	       1	      5746 ns/op	       210.0 fsync-ns	      1045 logical-B	      5352 persist-ns	      1070 physical-B	         1.024 write-amplification	    4832 B/op	      10 allocs/op
BenchmarkRaftLogScalingAppendOne/entries=100/value=1024B-12       	       1	      7790 ns/op	       243.0 fsync-ns	      1045 logical-B	      7393 persist-ns	      1070 physical-B	         1.024 write-amplification	    4832 B/op	      10 allocs/op
BenchmarkRaftLogScalingAppendOne/entries=100/value=1024B-12       	       1	      5645 ns/op	       227.0 fsync-ns	      1045 logical-B	      5347 persist-ns	      1070 physical-B	         1.024 write-amplification	    4832 B/op	      10 allocs/op
BenchmarkRaftLogScalingAppendOne/entries=1000/value=1024B-12      	       1	      9806 ns/op	       243.0 fsync-ns	      1045 logical-B	      8708 persist-ns	      1070 physical-B	         1.024 write-amplification	    4832 B/op	      10 allocs/op
BenchmarkRaftLogScalingAppendOne/entries=1000/value=1024B-12      	       1	      6289 ns/op	       233.0 fsync-ns	      1045 logical-B	      5605 persist-ns	      1070 physical-B	         1.024 write-amplification	    4832 B/op	      10 allocs/op
BenchmarkRaftLogScalingAppendOne/entries=1000/value=1024B-12      	       1	     61422 ns/op	       600.0 fsync-ns	      1045 logical-B	     58850 persist-ns	      1070 physical-B	         1.024 write-amplification	    4832 B/op	      10 allocs/op
BenchmarkRaftLogScalingAppendOne/entries=5000/value=1024B-12      	       1	      6490 ns/op	       229.0 fsync-ns	      1045 logical-B	      5502 persist-ns	      1070 physical-B	         1.024 write-amplification	    4832 B/op	      10 allocs/op
BenchmarkRaftLogScalingAppendOne/entries=5000/value=1024B-12      	       1	      6928 ns/op	       231.0 fsync-ns	      1045 logical-B	      5620 persist-ns	      1070 physical-B	         1.024 write-amplification	    4832 B/op	      10 allocs/op
BenchmarkRaftLogScalingAppendOne/entries=5000/value=1024B-12      	       1	      6866 ns/op	       232.0 fsync-ns	      1045 logical-B	      5977 persist-ns	      1070 physical-B	         1.024 write-amplification	    4832 B/op	      10 allocs/op
BenchmarkRaftLogScalingAppendOne/entries=10000/value=1024B-12     	       1	      7936 ns/op	       269.0 fsync-ns	      1045 logical-B	      7056 persist-ns	      1070 physical-B	         1.024 write-amplification	    4832 B/op	      10 allocs/op
BenchmarkRaftLogScalingAppendOne/entries=10000/value=1024B-12     	       1	     14364 ns/op	       534.0 fsync-ns	      1045 logical-B	     13492 persist-ns	      1070 physical-B	         1.024 write-amplification	    4832 B/op	      10 allocs/op
BenchmarkRaftLogScalingAppendOne/entries=10000/value=1024B-12     	       1	      7735 ns/op	       271.0 fsync-ns	      1045 logical-B	      6909 persist-ns	      1070 physical-B	         1.024 write-amplification	    4832 B/op	      10 allocs/op
BenchmarkRaftLogScalingAppendOne/entries=25000/value=1024B-12     	       1	      6460 ns/op	       214.0 fsync-ns	      1045 logical-B	      5576 persist-ns	      1070 physical-B	         1.024 write-amplification	    4832 B/op	      10 allocs/op
BenchmarkRaftLogScalingAppendOne/entries=25000/value=1024B-12     	       1	      6187 ns/op	       251.0 fsync-ns	      1045 logical-B	      5580 persist-ns	      1070 physical-B	         1.024 write-amplification	    4832 B/op	      10 allocs/op
BenchmarkRaftLogScalingAppendOne/entries=25000/value=1024B-12     	       1	      6258 ns/op	       221.0 fsync-ns	      1045 logical-B	      5511 persist-ns	      1070 physical-B	         1.024 write-amplification	    4832 B/op	      10 allocs/op
BenchmarkRaftLogScalingAppendOne/entries=50000/value=1024B-12     	       1	      6404 ns/op	       212.0 fsync-ns	      1045 logical-B	      5668 persist-ns	      1070 physical-B	         1.024 write-amplification	    4832 B/op	      10 allocs/op
BenchmarkRaftLogScalingAppendOne/entries=50000/value=1024B-12     	       1	      7027 ns/op	       207.0 fsync-ns	      1045 logical-B	      6234 persist-ns	      1070 physical-B	         1.024 write-amplification	    4832 B/op	      10 allocs/op
BenchmarkRaftLogScalingAppendOne/entries=50000/value=1024B-12     	       1	      6868 ns/op	       213.0 fsync-ns	      1045 logical-B	      6281 persist-ns	      1070 physical-B	         1.024 write-amplification	    4832 B/op	      10 allocs/op
BenchmarkRaftLogScalingAppendOne/entries=100/value=16384B-12      	       1	     14978 ns/op	       257.0 fsync-ns	     16405 logical-B	     14364 persist-ns	     16430 physical-B	         1.002 write-amplification	   72032 B/op	      10 allocs/op
BenchmarkRaftLogScalingAppendOne/entries=100/value=16384B-12      	       1	     12034 ns/op	       255.0 fsync-ns	     16405 logical-B	     11354 persist-ns	     16430 physical-B	         1.002 write-amplification	   72032 B/op	      10 allocs/op
BenchmarkRaftLogScalingAppendOne/entries=100/value=16384B-12      	       1	     19209 ns/op	       330.0 fsync-ns	     16405 logical-B	     18587 persist-ns	     16430 physical-B	         1.002 write-amplification	   72032 B/op	      10 allocs/op
BenchmarkRaftLogScalingAppendOne/entries=1000/value=16384B-12     	       1	     12827 ns/op	       250.0 fsync-ns	     16405 logical-B	     11957 persist-ns	     16430 physical-B	         1.002 write-amplification	   72032 B/op	      10 allocs/op
BenchmarkRaftLogScalingAppendOne/entries=1000/value=16384B-12     	       1	     27055 ns/op	       253.0 fsync-ns	     16405 logical-B	     26340 persist-ns	     16430 physical-B	         1.002 write-amplification	   72032 B/op	      10 allocs/op
BenchmarkRaftLogScalingAppendOne/entries=1000/value=16384B-12     	       1	     13546 ns/op	       249.0 fsync-ns	     16405 logical-B	     12390 persist-ns	     16430 physical-B	         1.002 write-amplification	   72032 B/op	      10 allocs/op
BenchmarkRaftLogScalingAppendOne/entries=5000/value=16384B-12     	       1	     15555 ns/op	       284.0 fsync-ns	     16405 logical-B	     14636 persist-ns	     16430 physical-B	         1.002 write-amplification	   72032 B/op	      10 allocs/op
BenchmarkRaftLogScalingAppendOne/entries=5000/value=16384B-12     	       1	     12440 ns/op	       219.0 fsync-ns	     16405 logical-B	     11543 persist-ns	     16430 physical-B	         1.002 write-amplification	   72032 B/op	      10 allocs/op
BenchmarkRaftLogScalingAppendOne/entries=5000/value=16384B-12     	       1	     18302 ns/op	       258.0 fsync-ns	     16405 logical-B	     17364 persist-ns	     16430 physical-B	         1.002 write-amplification	   72032 B/op	      10 allocs/op
BenchmarkRaftLogScalingMutations/append-batch/entries=100-12      	       1	     88143 ns/op	       356.0 fsync-ns	     66880 logical-B	     87510 persist-ns	     66905 physical-B	         1.000 write-amplification	  508720 B/op	     212 allocs/op
BenchmarkRaftLogScalingMutations/append-batch/entries=100-12      	       1	     79375 ns/op	      1972 fsync-ns	     66880 logical-B	     78975 persist-ns	     66905 physical-B	         1.000 write-amplification	  508720 B/op	     212 allocs/op
BenchmarkRaftLogScalingMutations/append-batch/entries=100-12      	       1	     60281 ns/op	       244.0 fsync-ns	     66880 logical-B	     59861 persist-ns	     66905 physical-B	         1.000 write-amplification	  508720 B/op	     212 allocs/op
BenchmarkRaftLogScalingMutations/truncate-tail/entries=100-12     	       1	     91078 ns/op	         0 fsync-ns	     10450 logical-B	     88767 persist-ns	        33.00 physical-B	         0.003158 write-amplification	  250888 B/op	     215 allocs/op
BenchmarkRaftLogScalingMutations/truncate-tail/entries=100-12     	       1	     89266 ns/op	         0 fsync-ns	     10450 logical-B	     87310 persist-ns	        33.00 physical-B	         0.003158 write-amplification	  250888 B/op	     215 allocs/op
BenchmarkRaftLogScalingMutations/truncate-tail/entries=100-12     	       1	    107117 ns/op	         0 fsync-ns	     10450 logical-B	    104486 persist-ns	        33.00 physical-B	         0.003158 write-amplification	  250888 B/op	     215 allocs/op
BenchmarkRaftLogScalingMutations/truncate-deep/entries=100-12     	       1	    174093 ns/op	         0 fsync-ns	     10450 logical-B	    171609 persist-ns	     63176 physical-B	         6.046 write-amplification	  392152 B/op	     454 allocs/op
BenchmarkRaftLogScalingMutations/truncate-deep/entries=100-12     	       1	    152410 ns/op	         0 fsync-ns	     10450 logical-B	    150269 persist-ns	     63176 physical-B	         6.046 write-amplification	  392152 B/op	     454 allocs/op
BenchmarkRaftLogScalingMutations/truncate-deep/entries=100-12     	       1	    152429 ns/op	         0 fsync-ns	     10450 logical-B	    150219 persist-ns	     63176 physical-B	         6.046 write-amplification	  392152 B/op	     454 allocs/op
BenchmarkRaftLogScalingMutations/compact/entries=100-12           	       1	    159334 ns/op	         0 fsync-ns	        16.00 logical-B	    158545 persist-ns	     53546 physical-B	      3347 write-amplification	  356128 B/op	     406 allocs/op
BenchmarkRaftLogScalingMutations/compact/entries=100-12           	       1	    181663 ns/op	         0 fsync-ns	        16.00 logical-B	    180092 persist-ns	     53546 physical-B	      3347 write-amplification	  356128 B/op	     406 allocs/op
BenchmarkRaftLogScalingMutations/compact/entries=100-12           	       1	    174608 ns/op	         0 fsync-ns	        16.00 logical-B	    172733 persist-ns	     53546 physical-B	      3347 write-amplification	  356064 B/op	     406 allocs/op
BenchmarkRaftLogScalingMutations/append-batch/entries=1000-12     	       1	     53711 ns/op	       260.0 fsync-ns	     66880 logical-B	     53183 persist-ns	     66905 physical-B	         1.000 write-amplification	  561968 B/op	     212 allocs/op
BenchmarkRaftLogScalingMutations/append-batch/entries=1000-12     	       1	    278345 ns/op	       326.0 fsync-ns	     66880 logical-B	    277759 persist-ns	     66905 physical-B	         1.000 write-amplification	  561968 B/op	     212 allocs/op
BenchmarkRaftLogScalingMutations/append-batch/entries=1000-12     	       1	    231860 ns/op	       543.0 fsync-ns	     66880 logical-B	    231171 persist-ns	     66905 physical-B	         1.000 write-amplification	  561968 B/op	     212 allocs/op
BenchmarkRaftLogScalingMutations/truncate-tail/entries=1000-12    	       1	    801053 ns/op	         0 fsync-ns	     10450 logical-B	    784848 persist-ns	        33.00 physical-B	         0.003158 write-amplification	 2266424 B/op	    1136 allocs/op
BenchmarkRaftLogScalingMutations/truncate-tail/entries=1000-12    	       1	    675154 ns/op	         0 fsync-ns	     10450 logical-B	    660022 persist-ns	        33.00 physical-B	         0.003158 write-amplification	 2257712 B/op	    1128 allocs/op
BenchmarkRaftLogScalingMutations/truncate-tail/entries=1000-12    	       1	   1186604 ns/op	         0 fsync-ns	     10450 logical-B	   1180464 persist-ns	        33.00 physical-B	         0.003158 write-amplification	 2249264 B/op	    1124 allocs/op
BenchmarkRaftLogScalingMutations/truncate-deep/entries=1000-12    	       1	   1477590 ns/op	         0 fsync-ns	     10450 logical-B	   1471850 persist-ns	    544676 physical-B	        52.12 write-amplification	 3438696 B/op	    3169 allocs/op
BenchmarkRaftLogScalingMutations/truncate-deep/entries=1000-12    	       1	   1341695 ns/op	         0 fsync-ns	     10450 logical-B	   1322849 persist-ns	    544676 physical-B	        52.12 write-amplification	 3433608 B/op	    3166 allocs/op
BenchmarkRaftLogScalingMutations/truncate-deep/entries=1000-12    	       1	   1827570 ns/op	         0 fsync-ns	     10450 logical-B	   1822376 persist-ns	    544676 physical-B	        52.12 write-amplification	 3440496 B/op	    3171 allocs/op
BenchmarkRaftLogScalingMutations/compact/entries=1000-12          	       1	   1307724 ns/op	         0 fsync-ns	        16.00 logical-B	   1301905 persist-ns	    535046 physical-B	     33440 write-amplification	 3408568 B/op	    3124 allocs/op
BenchmarkRaftLogScalingMutations/compact/entries=1000-12          	       1	   1349637 ns/op	         0 fsync-ns	        16.00 logical-B	   1343446 persist-ns	    535046 physical-B	     33440 write-amplification	 3406520 B/op	    3120 allocs/op
BenchmarkRaftLogScalingMutations/compact/entries=1000-12          	       1	   1726014 ns/op	         0 fsync-ns	        16.00 logical-B	   1715217 persist-ns	    535046 physical-B	     33440 write-amplification	 3408336 B/op	    3121 allocs/op
BenchmarkRaftLogScalingMutations/append-batch/entries=5000-12     	       1	     68444 ns/op	       285.0 fsync-ns	     66880 logical-B	     67496 persist-ns	     66905 physical-B	         1.000 write-amplification	  496432 B/op	     211 allocs/op
BenchmarkRaftLogScalingMutations/append-batch/entries=5000-12     	       1	     59688 ns/op	       255.0 fsync-ns	     66880 logical-B	     59158 persist-ns	     66905 physical-B	         1.000 write-amplification	  496432 B/op	     211 allocs/op
BenchmarkRaftLogScalingMutations/append-batch/entries=5000-12     	       1	     62386 ns/op	       255.0 fsync-ns	     66880 logical-B	     61753 persist-ns	     66905 physical-B	         1.000 write-amplification	  496432 B/op	     211 allocs/op
BenchmarkRaftLogScalingMutations/truncate-tail/entries=5000-12    	       1	   5350252 ns/op	         0 fsync-ns	     10450 logical-B	   5308240 persist-ns	   1156716 physical-B	       110.7 write-amplification	13943848 B/op	    9488 allocs/op
BenchmarkRaftLogScalingMutations/truncate-tail/entries=5000-12    	       1	   4845911 ns/op	         0 fsync-ns	     10450 logical-B	   4820009 persist-ns	   1156716 physical-B	       110.7 write-amplification	13954096 B/op	    9494 allocs/op
BenchmarkRaftLogScalingMutations/truncate-tail/entries=5000-12    	       1	   6333195 ns/op	         0 fsync-ns	     10450 logical-B	   6302330 persist-ns	   1156716 physical-B	       110.7 write-amplification	13952296 B/op	    9492 allocs/op
BenchmarkRaftLogScalingMutations/truncate-deep/entries=5000-12    	       1	   5912099 ns/op	         0 fsync-ns	     10450 logical-B	   5900912 persist-ns	   2684676 physical-B	       256.9 write-amplification	17225416 B/op	   15200 allocs/op
BenchmarkRaftLogScalingMutations/truncate-deep/entries=5000-12    	       1	   7086096 ns/op	         0 fsync-ns	     10450 logical-B	   7055841 persist-ns	   2684676 physical-B	       256.9 write-amplification	17225416 B/op	   15200 allocs/op
BenchmarkRaftLogScalingMutations/truncate-deep/entries=5000-12    	       1	   7190708 ns/op	         0 fsync-ns	     10450 logical-B	   7177606 persist-ns	   2684676 physical-B	       256.9 write-amplification	17224936 B/op	   15195 allocs/op
BenchmarkRaftLogScalingMutations/compact/entries=5000-12          	       1	   5453804 ns/op	         0 fsync-ns	        16.00 logical-B	   5441688 persist-ns	   1518376 physical-B	     94898 write-amplification	14642784 B/op	   10835 allocs/op
BenchmarkRaftLogScalingMutations/compact/entries=5000-12          	       1	   6076399 ns/op	         0 fsync-ns	        16.00 logical-B	   6069303 persist-ns	   1518376 physical-B	     94898 write-amplification	14642784 B/op	   10835 allocs/op
BenchmarkRaftLogScalingMutations/compact/entries=5000-12          	       1	   5240869 ns/op	         0 fsync-ns	        16.00 logical-B	   5233791 persist-ns	   1518376 physical-B	     94898 write-amplification	14642784 B/op	   10835 allocs/op
BenchmarkRaftLogScalingMutations/append-batch/entries=10000-12    	       1	     73048 ns/op	       295.0 fsync-ns	     66880 logical-B	     72430 persist-ns	     66905 physical-B	         1.000 write-amplification	  496432 B/op	     211 allocs/op
BenchmarkRaftLogScalingMutations/append-batch/entries=10000-12    	       1	    101329 ns/op	       329.0 fsync-ns	     66880 logical-B	    100425 persist-ns	     66905 physical-B	         1.000 write-amplification	  496432 B/op	     211 allocs/op
BenchmarkRaftLogScalingMutations/append-batch/entries=10000-12    	       1	    218964 ns/op	       409.0 fsync-ns	     66880 logical-B	    218071 persist-ns	     66905 physical-B	         1.000 write-amplification	  496432 B/op	     211 allocs/op
BenchmarkRaftLogScalingMutations/truncate-tail/entries=10000-12   	       1	  11140775 ns/op	         0 fsync-ns	     10450 logical-B	  11102450 persist-ns	   2313386 physical-B	       221.4 write-amplification	27793480 B/op	   18854 allocs/op
BenchmarkRaftLogScalingMutations/truncate-tail/entries=10000-12   	       1	   9100842 ns/op	         0 fsync-ns	     10450 logical-B	   9063151 persist-ns	   2313386 physical-B	       221.4 write-amplification	27785032 B/op	   18850 allocs/op
BenchmarkRaftLogScalingMutations/truncate-tail/entries=10000-12   	       1	   9617924 ns/op	         0 fsync-ns	     10450 logical-B	   9528100 persist-ns	   2313386 physical-B	       221.4 write-amplification	27793368 B/op	   18855 allocs/op
BenchmarkRaftLogScalingMutations/truncate-deep/entries=10000-12   	       1	   6672154 ns/op	         0 fsync-ns	     10450 logical-B	   6602387 persist-ns	   1166346 physical-B	       111.6 write-amplification	25066088 B/op	   14558 allocs/op
BenchmarkRaftLogScalingMutations/truncate-deep/entries=10000-12   	       1	   7865653 ns/op	         0 fsync-ns	     10450 logical-B	   7799459 persist-ns	   1166346 physical-B	       111.6 write-amplification	25066216 B/op	   14558 allocs/op
BenchmarkRaftLogScalingMutations/truncate-deep/entries=10000-12   	       1	   6746364 ns/op	         0 fsync-ns	     10450 logical-B	   6710237 persist-ns	   1166346 physical-B	       111.6 write-amplification	25074664 B/op	   14562 allocs/op
BenchmarkRaftLogScalingMutations/compact/entries=10000-12         	       1	   9667685 ns/op	         0 fsync-ns	        16.00 logical-B	   9654229 persist-ns	   3036706 physical-B	    189794 write-amplification	29190928 B/op	   21545 allocs/op
BenchmarkRaftLogScalingMutations/compact/entries=10000-12         	       1	  10203272 ns/op	         0 fsync-ns	        16.00 logical-B	  10182516 persist-ns	   3036706 physical-B	    189794 write-amplification	29182696 B/op	   21542 allocs/op
BenchmarkRaftLogScalingMutations/compact/entries=10000-12         	       1	  11001218 ns/op	         0 fsync-ns	        16.00 logical-B	  10987920 persist-ns	   3036706 physical-B	    189794 write-amplification	29182464 B/op	   21540 allocs/op
BenchmarkRaftLogScalingMutations/append-batch/entries=25000-12    	       1	     68832 ns/op	       316.0 fsync-ns	     66880 logical-B	     67950 persist-ns	     66905 physical-B	         1.000 write-amplification	  496432 B/op	     211 allocs/op
BenchmarkRaftLogScalingMutations/append-batch/entries=25000-12    	       1	     77775 ns/op	       267.0 fsync-ns	     66880 logical-B	     76517 persist-ns	     66905 physical-B	         1.000 write-amplification	  496432 B/op	     211 allocs/op
BenchmarkRaftLogScalingMutations/append-batch/entries=25000-12    	       1	     63655 ns/op	       252.0 fsync-ns	     66880 logical-B	     63098 persist-ns	     66905 physical-B	         1.000 write-amplification	  496432 B/op	     211 allocs/op
BenchmarkRaftLogScalingMutations/truncate-tail/entries=25000-12   	       1	  18201277 ns/op	         0 fsync-ns	     10450 logical-B	  18013228 persist-ns	   1590066 physical-B	       152.2 write-amplification	60265128 B/op	   31282 allocs/op
BenchmarkRaftLogScalingMutations/truncate-tail/entries=25000-12   	       1	  17965567 ns/op	         0 fsync-ns	     10450 logical-B	  17809392 persist-ns	   1590066 physical-B	       152.2 write-amplification	60265000 B/op	   31282 allocs/op
BenchmarkRaftLogScalingMutations/truncate-tail/entries=25000-12   	       1	  18823634 ns/op	         0 fsync-ns	     10450 logical-B	  18580784 persist-ns	   1590066 physical-B	       152.2 write-amplification	60265128 B/op	   31282 allocs/op
BenchmarkRaftLogScalingMutations/truncate-deep/entries=25000-12   	       1	  17195091 ns/op	         0 fsync-ns	     10450 logical-B	  17031687 persist-ns	    804686 physical-B	        77.00 write-amplification	58030904 B/op	   28323 allocs/op
BenchmarkRaftLogScalingMutations/truncate-deep/entries=25000-12   	       1	  16452557 ns/op	         0 fsync-ns	     10450 logical-B	  16383722 persist-ns	    804686 physical-B	        77.00 write-amplification	58030904 B/op	   28323 allocs/op
BenchmarkRaftLogScalingMutations/truncate-deep/entries=25000-12   	       1	  17038928 ns/op	         0 fsync-ns	     10450 logical-B	  16968246 persist-ns	    804686 physical-B	        77.00 write-amplification	58031032 B/op	   28323 allocs/op
BenchmarkRaftLogScalingMutations/compact/entries=25000-12         	       1	  19428332 ns/op	         0 fsync-ns	        16.00 logical-B	  19386920 persist-ns	   3398366 physical-B	    212398 write-amplification	63740856 B/op	   38008 allocs/op
BenchmarkRaftLogScalingMutations/compact/entries=25000-12         	       1	  19347969 ns/op	         0 fsync-ns	        16.00 logical-B	  19296567 persist-ns	   3398366 physical-B	    212398 write-amplification	63740968 B/op	   38009 allocs/op
BenchmarkRaftLogScalingMutations/compact/entries=25000-12         	       1	  19799890 ns/op	         0 fsync-ns	        16.00 logical-B	  19716453 persist-ns	   3398366 physical-B	    212398 write-amplification	63740856 B/op	   38008 allocs/op
BenchmarkRaftLogScalingMutations/append-batch/entries=50000-12    	       1	     74849 ns/op	       264.0 fsync-ns	     66880 logical-B	     73997 persist-ns	     66905 physical-B	         1.000 write-amplification	  496432 B/op	     211 allocs/op
BenchmarkRaftLogScalingMutations/append-batch/entries=50000-12    	       1	     94235 ns/op	       284.0 fsync-ns	     66880 logical-B	     93415 persist-ns	     66905 physical-B	         1.000 write-amplification	  496432 B/op	     211 allocs/op
BenchmarkRaftLogScalingMutations/append-batch/entries=50000-12    	       1	     74256 ns/op	       281.0 fsync-ns	     66880 logical-B	     73395 persist-ns	     66905 physical-B	         1.000 write-amplification	  496432 B/op	     211 allocs/op
BenchmarkRaftLogScalingMutations/truncate-tail/entries=50000-12   	       1	  35137865 ns/op	         0 fsync-ns	     10450 logical-B	  34817493 persist-ns	   3180086 physical-B	       304.3 write-amplification	120542528 B/op	   62428 allocs/op
BenchmarkRaftLogScalingMutations/truncate-tail/entries=50000-12   	       1	  34582483 ns/op	         0 fsync-ns	     10450 logical-B	  34155803 persist-ns	   3180086 physical-B	       304.3 write-amplification	120542528 B/op	   62428 allocs/op
BenchmarkRaftLogScalingMutations/truncate-tail/entries=50000-12   	       1	  35753217 ns/op	         0 fsync-ns	     10450 logical-B	  35438982 persist-ns	   3180086 physical-B	       304.3 write-amplification	120542528 B/op	   62428 allocs/op
BenchmarkRaftLogScalingMutations/truncate-deep/entries=50000-12   	       1	  31080640 ns/op	         0 fsync-ns	     10450 logical-B	  30915972 persist-ns	   1599696 physical-B	       153.1 write-amplification	116052336 B/op	   56473 allocs/op
BenchmarkRaftLogScalingMutations/truncate-deep/entries=50000-12   	       1	  31431832 ns/op	         0 fsync-ns	     10450 logical-B	  31265512 persist-ns	   1599696 physical-B	       153.1 write-amplification	116052208 B/op	   56473 allocs/op
BenchmarkRaftLogScalingMutations/truncate-deep/entries=50000-12   	       1	  32906039 ns/op	         0 fsync-ns	     10450 logical-B	  32741349 persist-ns	   1599696 physical-B	       153.1 write-amplification	116052336 B/op	   56473 allocs/op
BenchmarkRaftLogScalingMutations/compact/entries=50000-12         	       1	  33920767 ns/op	         0 fsync-ns	        16.00 logical-B	  33768242 persist-ns	   2603356 physical-B	    162710 write-amplification	118255216 B/op	   60214 allocs/op
BenchmarkRaftLogScalingMutations/compact/entries=50000-12         	       1	  33625120 ns/op	         0 fsync-ns	        16.00 logical-B	  33469704 persist-ns	   2603356 physical-B	    162710 write-amplification	118255200 B/op	   60214 allocs/op
BenchmarkRaftLogScalingMutations/compact/entries=50000-12         	       1	  33090611 ns/op	         0 fsync-ns	        16.00 logical-B	  32753561 persist-ns	   2603356 physical-B	    162710 write-amplification	118255312 B/op	   60215 allocs/op
BenchmarkFollowerLogPersistenceCatchUp/entries=5000-12            	       1	   4162764 ns/op	   1201125 entries/sec	     15436 fsync-ns	        40.00 log-writes	 332711631 logical-B/sec	   4062787 persist-ns	   1386033 physical-B	         1.001 write-amplification	11130448 B/op	   15862 allocs/op
